row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,description,amazon_price_usd,bgg_store_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,boardtopia_price_usd,cardhaus_games_price_usd,cloak_&_gamer_price_usd,collector_store_llc_price_usd,dryad_games_price_usd,ebay_price_usd,elevated_board_games_price_usd,fowers_games_price_usd,game_summon_price_gbp,game_summon_price_usd,gamers_guild_az_price_usd,hachette_boardgames_usa_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,link_to_game,miniature_market_price_usd,noble_knight_games_price_usd,philibert_price_eur,philibert_price_usd,ranks_children's,renegade_game_studios_price_usd,spiele-offensive.de_price_eur,spiele-offensive.de_price_usd,stonemaier_games_price_usd,suggested_retail_price_usd,usedgames.ca_price_cad,usedgames.ca_price_usd,wellplayed_price_chf,wellplayed_price_usd,zatu_games_price_gbp,zatu_games_price_usd,zulu's_board_game_cafe_price_usd
1026,Condottiere,1995,2,6,20.0,45.0,10.0,6.887,10626,1.95,1026,13656,2119,25280,382,840659,1.34,2843,60,2213,352,406,17,42,133,306,767,2100,3700,2500,804,243,Bluffing;Card Game;Medieval;Negotiation,Area Majority / Influence;Auction / Bidding;Constrained Bidding;Hand Management,"Admin: Better Description Needed!;Cities: Florence (Tuscany, Italy);Components: Map (Continental / National scale);Components: Wooden pieces & boards;Country: Italy;Digital Implementations: VASSAL;History: Italian City-States;Series: Fantasy Flight Silver Line",Dominique Ehrhard;Duccio Vitale;Justin Kemppainen,Dominique Ehrhard;John Goodenough;Serge Hochain;Tomasz Jedruszek;Scott Nicely;Mohammad Noureddine;David Palumbo;Samuel R. Shimota,Eurogames;(Unknown);Arclight Games;Delta Vision Publishing;Descartes Editeur;Edge Entertainment;Fantasy Flight Games;Galakta;Giochi Uniti;Heidelberger Spieleverlag;Hobby World;Lautapelit.fi;Nexus Editrice;Roomiz Games;Ubik;Z-Man Games,,,,,Julia Faeta,,,672,,,,,,,Manage and deploy your mercenaries to the right province to take control over Italy!,,,,,,,,,,79.99,,,,,,,,,https://boardgamegeek.com/boardgame/112/condottiere,,115.0,,,,,,,,,,,,,,,
1027,Last Night on Earth: The Zombie Game,2007,2,6,60.0,90.0,12.0,6.9,14260,2.3,1027,19624,2347,31590,1446,1731863,1.54,3467,13,3164,795,251,46,139,261,520,1100,2600,4300,3400,1300,584,Fighting;Horror;Miniatures;Zombies,Dice Rolling;Hand Management;Modular Board;Roll / Spin and Move;Scenario / Mission / Campaign Game;Team-Based Game;Variable Player Powers,Components: Compact Discs (CDs);Components: Official Music Soundtrack;Creatures: Zombies;Players: One versus Many;Series: Last Night on Earth Game Engine (Flying Frog Production),Jason C. Hill,Jack Scott Hill,Flying Frog Productions;Hobby Base,,,,,,,,,319,,,,,,A handful of survivors aim to survive the night against the zombie horde.,50.89,,,,,,,,,9.99,,,,,,,,,https://boardgamegeek.com/boardgame/29368/last-night-on-earth-the-zombie-game,43.99,20.0,68.95,80.52,,,,,,,,,,,50.11,67.7,
1028,Tiny Epic Dinosaurs,2020,1,4,30.0,60.0,14.0,7.293,4011,2.62,1028,12116,1090,9974,686,353314,1.19,822,45,994,164,105,7,9,28,36,160,484,1400,1400,384,125,Animals;Fantasy;Farming;Science Fiction,Contracts;Enclosure;Hidden Victory Points;Solo / Solitaire Game;Worker Placement,Animals: Dinosaurs;Category: Dized Tutorial;Components: Meeples (Dinosaur) / Dinomeeples;Crowdfunding: Kickstarter;Misc: Watch It Played How To Videos;Series: Tiny Epic (Gamelyn Games),Scott Almes,Nikoletta Vaszi,Gamelyn Games;Devir;Galakta;MeepleBR;Pixie Games,,Sam Aho;Michael Coe,Benjamin Shulman,,,,,622,,,,,,,Become dino ranchers in the lucrative dinosaur farming industry.,29.52,,,,,,,,,10.0,,,,,,,,,https://boardgamegeek.com/boardgame/291508/tiny-epic-dinosaurs,20.0,20.0,,,,,,,,,,,,,22.99,31.06,
1029,Formula Dé,1997,2,10,120.0,120.0,10.0,6.993,7977,1.96,1029,8489,485,18610,290,702319,1.43,2252,17,1377,256,101,21,45,103,214,536,1400,2700,1900,703,312,Racing;Sports,Different Dice Movement;Grid Movement;Player Elimination;Push Your Luck;Race;Roll / Spin and Move;Simulation;Team-Based Game,Cities: Monte Carlo (Monaco);Components: Polyhedral (not D6) dice;Game: Formula Dé / Formula D;Misc: Dice Tower Hall of Fame;Sports: Auto Racing;Sports: Formula 1,Laurent Lavaur;Eric Randall,Bernard Bittler;Elisabeth Daniel;Babbette Huckaba;Guillaume Rohmer,Eurogames;999 Games;asmodee;Descartes Editeur;Fantasy Shop;Top Licence Games,,,,,,,,,284,,,,,,Use custom dice to race on Formula 1 courses.,53.48,,,,,,,,,25.0,,,,,,,,,https://boardgamegeek.com/boardgame/173/formula-de,,24.0,,,,,,,,59.99,,,,,,,
1030,San Marco,2001,3,4,75.0,75.0,10.0,7.172,4629,2.68,1030,5003,975,7833,116,380138,1.24,1515,23,1135,181,337,7,10,34,86,218,695,1600,1400,477,107,Medieval;Political,"Area Majority / Influence;I Cut, You Choose;Open Drafting","Cities: Venice (Veneto, Italy);Components: Map (City Scale);Country: Italy;Occupation: Architect",Alan R. Moon;Aaron Weissblum,Alessandra Cimatoribus,Ravensburger,,,,,,,,592,,,,,,,"Control Venice! You divide the cards, but another player chooses who gets which set.",,,,,,,,,,17.45,,,,,,,,,https://boardgamegeek.com/boardgame/1041/san-marco,,,,,,,,,,,,,,,,,
1031,Akrotiri,2014,2,2,45.0,45.0,13.0,7.158,4913,2.64,1031,8090,2178,11309,294,540882,1.21,1310,36,1758,228,348,5,11,31,76,252,747,1600,1600,466,117,Ancient;Civilization;Economic;Exploration;Transportation,Action Points;Contracts;End Game Bonuses;Hand Management;Hidden Victory Points;Income;Map Addition;Market;Modular Board;Movement Points;Network and Route Building;Open Drafting;Pick-up and Deliver;Point to Point Movement;Tags;Tile Placement;Variable Set-up;Worker Placement;Zone of Control,Ancient: Greece;Components: Wooden pieces & boards;Organizations: The Game Artisans of Canada;Players: Two-Player Only Games;Region: Aegean Sea,Jay Cormier;Sen-Foong Lim,Chris Quilliams,asmodee;Filosofia Éditions;Hobby Japan;SD Games;Z-Man Games,,,,,,,,619,,,,,,,"Explore the Aegean Sea, connect trade routes, and discover temples by placing tiles.",,,,,,,,,,28.0,,,,,,,,,https://boardgamegeek.com/boardgame/154458/akrotiri,,28.0,,,,,,,,,,,,,,,
1032,Catacombs (Third Edition),2015,2,5,60.0,90.0,14.0,7.457,3151,2.39,1032,6601,2334,5231,306,516843,1.34,791,24,1036,192,374,2,8,26,45,126,385,849,1100,470,188,Action / Dexterity;Adventure;Fantasy;Fighting,Flicking;Player Elimination;Role Playing;Team-Based Game;Variable Player Powers,Category: Dungeon Crawler;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Game: Catacombs;Mechanism: Finger Flicking Games;Misc: LongPack Games;Players: One versus Many,Ryan Amos;Marc Kelsey;Aron West,Kwanchai Moriya,Elzra;Arrakis Games;Schwerkraft-Verlag,,,,,,,,,191,,,,,,Flick down the door and slay monsters in this dexterity-based dungeon delve!,,,,,,,,,,55.0,,,,,,,,,https://boardgamegeek.com/boardgame/195137/catacombs-third-edition,,,,,,,,,,,,,,,,,
1033,Union Pacific,1999,2,6,90.0,90.0,12.0,7.196,4382,2.55,1033,4666,654,9865,92,348790,1.33,1314,11,916,184,227,14,14,32,87,228,606,1500,1300,489,142,Economic;Trains,Network and Route Building;Open Drafting;Stock Holding,Country: USA,Alan R. Moon,Franz Vohwinkel,AMIGO;999 Games;Rio Grande Games,,,,,,,,593,,,,,,,Will you increase the value of railways you have a stake in or fight for more shares?,,,,,,,,,,55.0,,,,,,,,,https://boardgamegeek.com/boardgame/94/union-pacific,,50.0,,,,,,,,,,,,,,,
1034,The Thing: The Boardgame,2022,1,8,60.0,90.0,14.0,7.639,2862,2.98,1034,5980,1712,7927,515,673372,1.49,580,81,416,42,178,7,13,39,47,119,238,593,996,552,260,Deduction;Horror;Movies / TV / Radio theme;Science Fiction,Hidden Roles;Semi-Cooperative Game;Traitor Game;Voting,Admin: Better Description Needed!;Creatures: Aliens / Extraterrestrials;Digital Implementations: TableTop Simulator Mod (TTS);Misc: LongPack Games;Movies: Horror Movies;Movies: The Thing,Giuseppe Cicero;Andrea Crespi,Davide Corsi;Riccardo Crosa,Pendragon Game Studio;ADC Blackfire Entertainment;Delta Vision Publishing;Galakta;Geekach LLC;Gen-X Games;Hobby World;Matagot,,,Mathias Mazzetti,,,,,,184,,,,,,Your team tries to evacuate an Antarctic base as an alien lurks amongst you.,,,,,,,,,,375.0,,,,,,,,,https://boardgamegeek.com/boardgame/295293/the-thing-the-boardgame,,375.0,,,,,,,,,,,,,60.69,82.0,
1035,Qwirkle,2006,2,4,45.0,45.0,6.0,6.776,21481,1.58,1035,42447,1745,99773,571,1054355,1.25,4319,704,3152,716,148,28,70,188,574,1700,5000,8300,4200,1100,458,Abstract Strategy,Hand Management;Pattern Building;Square Grid;Tile Placement,Animals: Mice;Brands: Disney;Category: Color;Characters: Mickey Mouse;Components: Wooden pieces & boards;Containers: Tin/Metal Box;Game: Qwirkle;Misc: Dice Tower Hall of Fame;Misc: Mensa Select;Movies: Star Wars;TV Shows: The Simpsons;Versions & Editions: Travel Versions of Non-Travel Games,Susan McKinley Ross,(Uncredited),"MindWare;(Unknown);999 Games;ADC Blackfire Entertainment;Broadway Toys LTD;Coiledspring Games;Compaya.hu: Gamer Café Kft.;Competo / Marektoy;Corfix;cutia.ro;Éveil & Jeux;G3;GoKids 玩樂小子;Green Board Game Co.;IELLO;Inter Hobby Co., Ltd.;Korea Boardgames;Lúdilo;MS Edizioni;Nasza Księgarnia;Outset Media;Productief BV;Schmidt Spiele",,,,,,,,,,349,,,90,,Complete a set of shapes or colors among the criss-crossing tiles for big points!,23.99,,27.0,19.63,,27.49,,,,0.99,,,,,,,,,https://boardgamegeek.com/boardgame/25669/qwirkle,,18.0,,,,,,,,34.99,,,,,17.89,24.17,
1036,Spyfall,2014,3,8,15.0,15.0,13.0,6.75,22064,1.23,1036,30417,3021,109223,508,1296551,1.44,3593,131,4844,995,251,72,175,413,837,1800,4600,7300,5000,1600,422,Bluffing;Deduction;Humor;Party Game;Spies / Secret Agents,Acting;Communication Limits;Memory;Role Playing;Roles with Asymmetric Information;Targeted Clues;Traitor Game;Voting,Digital Implementations: Tabletopia;Game: Spyfall;Misc: No Table Needed;Players: One versus Many,Alexandr Ushan,Sergey Dulin;Uildrim,Hobby World;BoardM Factory;Brain Games;Competo / Marektoy;Cryptozoic Entertainment;Desyllas Games;Dexy Co;El Dragón Azul;DV Games;Gigamic;Hemz Universal Games Co. Ltd.;Jumping Turtle Games;Lautapelit.fi;Ludicus Games;Mandoo Games;NeoTroy Games;NewGame;PaperGames (III);Piatnik;Planplay;Popcorn Games;Rebel Sp. z o.o.;REXhry;Tower Tactic Games;Zacatrus;Zhiyanjia,,,,,,,,,,,,,,80,Players ask each other probing questions to detect the Spy.,33.53,,27.95,20.32,,,,,,4.99,,,,,,,,,https://boardgamegeek.com/boardgame/166384/spyfall,,5.0,,,,,,,,,,,,,23.99,32.41,
1037,Jaws,2019,2,4,60.0,60.0,12.0,7.071,6681,2.15,1037,17125,1397,10868,392,590077,1.28,1361,65,1752,562,99,13,19,63,133,363,1100,2400,1900,533,193,Animals;Fighting;Movies / TV / Radio theme;Nautical,Action Points;Area Movement;Card Play Conflict Resolution;Hidden Movement;Map Deformation;Map Reduction;Modular Board;Player Elimination;Secret Unit Deployment;Team-Based Game;Variable Player Powers,Animals: Sharks;Components: Meeples (Animal) / Animeeples;Components: Wooden pieces & boards;Islands: Fictional;Mechanism: Hidden Movement;Movies: Jaws;Players: One versus Many,Prospero Hall;Brian Kirk,Roger Kastel,Ravensburger,,Korby Sears,Tyler Hill,,,,,,261,,,,,,Hunt down the killer shark terrorizing Amity Island. Then battle it out on the Orca.,42.41,,,,,,,,,7.25,,,,,,,,,https://boardgamegeek.com/boardgame/272738/jaws,,25.0,32.9,38.42,,,,,,,,,,,25.75,34.79,
1038,Botanik,2021,2,2,30.0,30.0,12.0,7.523,2918,1.76,1038,5464,1315,20233,218,240145,1.2,528,231,465,65,125,1,5,11,37,103,247,833,1100,427,137,Abstract Strategy,End Game Bonuses;Modular Board;Network and Route Building;Open Drafting;Pattern Building;Set Collection;Square Grid;Take That;Tile Placement;Turn Order: Progressive,Admin: Better Description Needed!;Digital Implementations: Board Game Arena;Mechanism: Tableau Building;Players: Two-Player Only Games;Series: Two-player games (Space Cowboys);Theme: Flowers;Theme: Food / Cooking;Theme: Mad Science / Mad Scientist;Theme: Nature;Theme: Steampunk,Frank Crittin;Grégoire Largey;Sébastien Pauchon,Franck Dion,Space Cowboys;Hobby Japan;Rebel Sp. z o.o.,,,,,,,,,,254,,,,,Build the best steampunk garden by winning the tiles you need.,,,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/271529/botanik,,45.0,18.95,22.13,,,,,,,,,,,15.99,21.6,
1039,Pictomania,2011,3,6,25.0,25.0,9.0,7.257,3974,1.52,1039,5573,946,12677,95,291802,1.32,711,20,793,162,129,7,16,28,65,182,579,1200,1200,486,151,Party Game;Real-time,Drawing,Mechanism: Drawing;Mechanism: Give a Clue / Get a Clue,Vlaada Chvátil,Andreas Resch,"Czech Games Edition;Dino Toys s. r. o.;Ediciones MasQueOca;Hobby Japan;IELLO;Lifestyle Boardgames Ltd;Pegasus Spiele;Stronghold Games;Swan Panasia Co., Ltd.;Trefl;White Goblin Games",,,,,,,,,,,,,,40,Pictionary chaos. Everyone draws and guesses at the same time.,,,,,,,,,,12.99,,,,,,,,,https://boardgamegeek.com/boardgame/98229/pictomania,,34.0,,,,,,,,,14.95,10.87,,,,,
1040,Tak,2017,2,2,20.0,60.0,12.0,7.569,3055,2.44,1040,6084,2061,20806,346,475611,1.45,832,92,471,97,284,3,8,17,55,126,371,813,861,488,319,Abstract Strategy,Grid Movement;Network and Route Building;Square Grid,Books: The Kingkiller Chronicle;Category: Combinatorial;Components: 4 x 4 Grids;Components: 5 x 5 Grids;Components: 6 x 6 Grids;Components: 8 x 8 Grids;Components: Cloth boards;Components: Wooden pieces & boards;Containers: Drawstring Bag;Crowdfunding: Kickstarter;Digital Implementations: Ai Ai;Mechanism: Connection;Players: Two-Player Only Games;Theme: Fictional Games,James Ernest;Patrick Rothfuss,Echo Chernik;Sarah Kelly,"Cheapass Games;Greater Than Games, LLC;James Ernest Games;Maldito Games;Wyrmwood Gaming",,,Sarah Kelly,,,,,,,,,,28,,Be first to build a complete road using tiles that can stack or stand on edge.,,,,,,,,,,39.99,,,,,,,,,https://boardgamegeek.com/boardgame/197405/tak,,,,,,,,,,,,,,,31.69,42.82,
1041,MLEM: Space Agency,2024,2,5,30.0,60.0,8.0,7.177,4831,1.7,1041,8535,1672,27509,432,436013,1.26,785,679,358,61,198,9,12,45,93,237,648,1600,1600,438,128,Animals;Dice;Space Exploration,Area Majority / Influence;Dice Rolling;Push Your Luck;Track Movement,Animals: Cats;Digital Implementations: Board Game Arena;Space: Earth's Solar System;Theme: Anthropomorphic Animals,Reiner Knizia,Joanna Rzepecka,Rebel Studio;ADC Blackfire Entertainment;Galápagos Jogos;Geekach LLC;Gém Klub Kft.;MIPL,,Andrzej Olejarczyk;Michał Szewczyk (II);Przemek Wojtkowiak,Bartłomiej Kordowski;Joanna Rzepecka,,,,,,,281,,,,,Send your cats throughout the solar system to occupy planets and moons.,32.99,,,,,26.39,,,,21.61,,,,,,,43.99,31.98,https://boardgamegeek.com/boardgame/387378/mlem-space-agency,,12.0,27.95,32.64,,,,,,,,,,,22.25,30.06,
1042,The Mind,2018,2,4,20.0,20.0,8.0,6.734,35217,1.08,1042,64600,3337,200428,1064,1284032,1.6,4912,982,4019,848,175,404,387,711,1400,2700,7100,11000,7600,2700,1100,Card Game;Number,Communication Limits;Cooperative Game;Hand Management,Digital Implementations: Apple App Store;Digital Implementations: Google Play;Misc: Watch It Played How To Videos;Series: Nature Line (Nürnberger-Spielkarten-Verlag);Series: NSV Middys (Nürnberger Spielkartenverlag),Wolfgang Warsch,Oliver Freudenreich,"Nürnberger-Spielkarten-Verlag;Arclight Games;Brain Games;Coiledspring Games;DV Games;FoxGames;Fractal Juegos;GaGa Games;Galápagos Jogos;Game Factory;Gém Klub Kft.;Ideal Board Games;Kaissa Chess & Games;Lanlalen;Lautapelit.fi;Maldón;Mar Lúdico;Mercurio;Oya;Pandasaurus Games;Popcorn Games;Pravi Junak;REXhry;Swan Panasia Co., Ltd.;Vennerød Forlag AS;White Goblin Games;YellowBOX",,,,,,,,,,368,,,,84,Play your cards in ascending order without communicating. Timing is key!,13.49,,,,,14.39,,,,,14.95,,,,,,,,https://boardgamegeek.com/boardgame/244992/the-mind,14.99,11.0,13.95,16.29,,,,,,14.95,,,,,8.49,11.47,
1043,The Wolves,2022,2,5,75.0,75.0,14.0,7.267,4242,2.81,1043,7410,2322,13788,570,532089,1.25,623,131,738,113,159,5,12,30,58,197,565,1300,1500,429,138,Animals;Territory Building,Area Majority / Influence;Grid Movement;Hexagon Grid;Modular Board;Take That;Variable Set-up,Animals: Wolves;Category: Combinatorial;Digital Implementations: Board Game Arena;Digital Implementations: TableTop Simulator Mod (TTS);Organizations: Game Designers of North Carolina;Theme: Biology;Theme: Nature,Ashwin Kamath;Clarence Simpson,Pauliina Linjama,Pandasaurus Games;999 Games;Boardgame Mall;Evrikus;Games7Days;Gigamic;Giochi Uniti;Hachette Boardgames Benelux;MEBO Games;MINDOK;Portal Games;Skellig Games;Vagabund,,Alex Cutler;David Van Drunen,Stevo Torres,,Eric Slauson,,,629,,,,,,,Establish your pack of wolves' dominance over the course of a moon cycle!,89.95,,,,,,,,,40.49,,,,,,,,,https://boardgamegeek.com/boardgame/368058/the-wolves,,,,,,,,,,,,,,,,,
1044,Horrified: American Monsters,2021,1,5,60.0,60.0,10.0,7.447,3350,2.18,1044,9580,1386,7877,348,397435,1.16,566,66,586,113,125,8,13,27,104,367,1000,1300,390,142,0,Horror,Action Points;Cooperative Game;Dice Rolling;Pick-up and Deliver;Point to Point Movement;Solo / Solitaire Game;Variable Player Powers;Variable Set-up,Components: Miniatures;Components: Standees;Creatures: Bigfoot / Yeti / Sasquatch;Creatures: Chupacabras;Creatures: Demons;Creatures: Monsters;Players: Games with Solitaire Rules;Series: Horrified;Theme: Cryptids,Michael Mulvihill,George Doutsiopoulos;Kory Lynn Hubbel;Victor Maristane;Tom Moore;Joshua Newton;Studio HIVE,Ravensburger,,Prospero Hall,,,Michael Schemaille,Gal Klapfer;Gaby Weidling,,649,,272,,,,,Monsters from American folklore terrorize the nation. Can your team stop them?,39.99,,,,,,,,,7.99,,,,,,,,,https://boardgamegeek.com/boardgame/343562/horrified-american-monsters,,30.0,,,,,,,,,,,,,32.45,43.84,
1045,Call to Adventure,2019,1,4,30.0,60.0,13.0,7.061,6807,2.01,1045,13664,2071,18208,591,713384,1.43,1381,78,1819,336,171,21,32,97,153,449,1100,2300,1800,629,292,Card Game;Fantasy;Novel-based,"Cooperative Game;Deck, Bag, and Pool Building;Dice Rolling;Set Collection;Solo / Solitaire Game;Storytelling",Containers: Book-like;Crowdfunding: Kickstarter;Digital Implementations: Tabletopia;Game: Call to Adventure;Players: Games with Solitaire Rules,Johnny O'Neal;Christopher O'Neal,Max Bedulenko;Paul Canavan;Chris Cold;Jordan Jardine;Adam J. Marin;Sean Thurlow,asmodee;La Boîte de Jeu;Brotherwise Games;GaGa Games;Game Harbor;Gém Klub Kft.;Hobby Japan;MINDOK;Rebel Sp. z o.o.,,,Matt Paquette & Co.,,,,,,285,,,,,,"Hero or Foe? You decide in this tile chucking, character building game.",39.92,,11.95,8.69,,,,,,10.79,,,,,,,,,https://boardgamegeek.com/boardgame/238992/call-to-adventure,,32.95,,,,,,,,,,,,,29.19,39.44,
1046,Unmatched: Houdini vs. The Genie,2022,2,2,20.0,20.0,9.0,8.229,1719,2.28,1046,6734,536,2630,131,106879,1.15,236,45,208,52,100,1,2,5,24,65,246,689,413,276,0,Card Game;Fantasy;Fighting;Mythology;Novel-based,Action Points;Card Play Conflict Resolution;Hand Management;Line of Sight;Point to Point Movement;Variable Player Powers,Category: Two-Player Fighting Games;Components: Miniatures;Components: Multi-Use Cards;Folk Tales & Fairy Tales: Aladdin;Game: Unmatched;Historical Figures: Harry Houdini;Mythology: Arabian;Players: Two-Player Only Games,Noah Cohen;Sam Crane;Rob Daviau;Adil M. Geresu;Justin D. Jacobson;Brian Neff,Peter Diamond;Brian Patterson,Restoration Games;GaGa Games;Geekach LLC;IELLO;Ogry Games;Reflexshop;TCG Factory;White Goblin Games;YOKA Games,,,Lindsay Daviau;Jason D. Kingsley;Ian Reed (I);Jason Taylor,Punga Miniatures,,,,568,,,,,,,Two magicians from history and legend join the fray!,,,25.95,18.87,,18.89,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/354544/unmatched-houdini-vs-the-genie,,21.95,,,,,,,,,,,,,20.25,27.36,24.99
1047,Lanterns: The Harvest Festival,2015,2,4,30.0,30.0,8.0,6.861,11801,1.55,1047,20465,2116,42197,590,535869,1.19,2209,139,2471,444,250,19,26,78,254,821,2400,4800,2700,598,200,Abstract Strategy,Hand Management;Pattern Building;Set Collection;Tile Placement,Country: China;Crowdfunding: Kickstarter;Digital Implementations: Apple App Store;Digital Implementations: Google Play;Game: Lanterns – The Harvest Festival;Mechanic: Perspective;Misc: Mensa Select;Organizations: The Game Artisans of Canada;Rivers: Yangtze,Christopher Chung,Christopher Chung;Alexey Kot;Beth Sobel,Foxtrot Games;Renegade Game Studios;Broadway Toys LTD;CrowD Games;Devir;Games Factory Publishing;Korea Boardgames;Lex Games;Matagot;Pegasus Spiele;White Goblin Games,,Randy Hoyt,Jason D. Kingsley;Christina Major;Tyler Segel,,Dustin Schwartz,,,,,332,,,,,Decorate the lake with floating lanterns and dedicate your cards to gain honour!,31.2,,34.95,25.41,,,,,,9.99,34.99,,,,,,,,https://boardgamegeek.com/boardgame/160851/lanterns-the-harvest-festival,26.99,12.0,,,,35.0,,,,34.99,,,,,24.99,33.76,
1048,River of Gold,2024,2,4,60.0,90.0,14.0,7.561,2720,2.43,1048,3961,2078,12605,375,330061,1.15,474,534,170,31,362,1,3,12,17,89,251,694,1100,437,108,Economic;Fantasy;Travel,Area Majority / Influence;Contracts;Dice Rolling;Die Icon Resolution;End Game Bonuses;Market;Multi-Use Cards;Open Drafting;Ownership;Set Collection;Track Movement,Components: Meeples;Components: Wooden pieces & boards;Country: Japan;Digital Implementations: Board Game Arena;Misc: GettingGames Tutorial Videos;Setting: Legend of the Five Rings;Theme: Samurai,Keith Piggott,Francesca Baerald,Office Dog;Gém Klub Kft.;KOSMOS;Rebel Sp. z o.o.;White Goblin Games,,Bryan Bornmueller;Jeff Fraser;Bree (Brianna) Woodward,Samuel R. Shimota;Bree (Brianna) Woodward,,Dan Varrette,,,559,,,,,,,A game of rivals and riches set on the legendary river of Rokugan.,,,,,,44.99,,,,40.0,,,,,,,,,https://boardgamegeek.com/boardgame/399941/river-of-gold,,,45.95,53.66,,,,,,,,,,,37.99,51.33,
1049,Kingsburg (Second Edition),2017,2,5,90.0,120.0,10.0,7.378,3379,2.44,1049,5926,1131,7488,161,343148,1.2,574,56,921,121,217,7,5,22,41,111,368,1100,1200,422,106,City Building;Dice;Fantasy;Medieval,Dice Rolling;Tech Trees / Tech Tracks;Worker Placement;Worker Placement with Dice Workers,Theme: Medieval Fantasy,Andrea Chiarvesio;Luca Iennaco,Mario Barbati;Davide Corsi;Roberto Pitturru,Giochi Uniti;Stratelibri;asmodee;Bucaneiros Jogos;Galakta;Game Harbor;Heidelberger Spieleverlag;Hobby Game Mall;Intrafin Games;Maldito Games;Z-Man Games,,,Samuel R. Shimota,,Nordy;Joshua Yearsley,,,589,,,,,,,Influence members of the King's court to grow your province and prepare for battle.,,,,,,39.99,,,,44.31,,,,,,,,,https://boardgamegeek.com/boardgame/199966/kingsburg-second-edition,,35.0,,,,,,,,,,,,,,,
1050,The Palaces of Carrara,2012,2,4,60.0,60.0,10.0,7.118,4889,2.59,1050,4842,1094,16531,185,451035,1.19,1122,13,1312,166,332,7,9,35,74,252,737,1800,1500,436,93,City Building;Economic;Renaissance,Increase Value of Unchosen Resources;Set Collection;Tile Placement,Admin: Better Description Needed!;Country: Italy;Digital Implementations: Board Game Arena;Digital Implementations: Yucata,Michael Kiesling;Wolfgang Kramer,Franz Vohwinkel,Hans im Glück;Filosofia Éditions;White Goblin Games;Z-Man Games,,,,,,,,612,,,,,,,"Buy marble to erect beautiful buildings, but score them quickly before the game ends!",,,,,,,,,,33.75,,,,,,,,,https://boardgamegeek.com/boardgame/129948/the-palaces-of-carrara,,,,,,,,,,,,,,,,,
1051,Merchants of the Dark Road,2022,1,4,60.0,120.0,12.0,7.352,3711,3.27,1051,7875,2479,8839,695,761617,1.39,948,41,1134,223,208,11,6,52,72,164,435,967,1300,529,170,Exploration;Fantasy;Medieval;Transportation,Contracts;Dice Rolling;End Game Bonuses;Follow;Hidden Victory Points;Highest-Lowest Scoring;Market;Pick-up and Deliver;Rondel;Set Collection;Solo / Solitaire Game;Worker Placement with Dice Workers,Crowdfunding: Kickstarter;Crowdfunding: Spieleschmiede;Occupation: Merchant,Brian Suhre,Andrew Bosley;Joey Julian;Matt Paquette & Co.,Elf Creek Games;Lucrum Games;Skellig Games,,Brent Dickman,Jason D. Kingsley;Matt Paquette & Co.,,Jason D. Kingsley;Dustin Schwartz,Caleb Wilson,Dan Cunningham,602,,,,,,,Brave the peril of the dark road travelling between cities to earn fame and fortune.,47.58,,,,,48.0,,,,30.0,,,,,,,,,https://boardgamegeek.com/boardgame/300217/merchants-of-the-dark-road,50.99,30.0,,,,,,,,,,,,,,,
1052,Marvel Dice Masters: Avengers vs. X-Men,2014,2,2,60.0,60.0,14.0,7.091,5700,2.3,1052,9813,684,29461,741,1057610,1.51,1131,6,1731,520,132,22,36,83,152,409,898,1700,1500,707,268,Collectible Components;Comic Book / Strip;Dice;Fighting,"Deck, Bag, and Pool Building;Dice Rolling;Variable Player Powers",Collectible: Collectible Dice Games;Comic Books: Marvel Universe;Comic Books: The X-Men;Components: Dice with Icons;Game: Dice Masters;Misc: Watch It Played How To Videos;Players: Two-Player Only Games;Series: Quarriors Pool Building system;Theme: Superheroes,Mike Elliott;Eric M. Lang,,WizKids (I);Devir,,,,,,,,,,,,50,,,"Captain America, Wolverine & more face off in dice battles.",7.2,,,,,,,,,9.99,,,,,,,,,https://boardgamegeek.com/boardgame/148575/marvel-dice-masters-avengers-vs-x-men,,8.0,,,,,,,,,,,,,,,
